	GeneID	Control_Rep1	Control_Rep2	sgRNA6_D3_Rep1	sgRNA6_D3_Rep2	sgRNA7_D3_Rep1	sgRNA7_D3_Rep2	sgRNA6_D5_Rep1	sgRNA6_D5_Rep2	sgRNA7_D5_Rep1	sgRNA7_D5_Rep2
4818	ENSG00000254402	5.7267692528176	16.8105659901962	18.445421410563	12.9273007785562	10.5587225469948	5.44774900347623	13.5739259000606	7.314378335989	6.05864291675596	19.1957656024505
4819	ENSG00000269556	192.419446894671	162.50213790523	230.567767632037	177.288696391628	231.118704639776	253.320328661645	253.379950134465	194.828441131343	224.16978791997	158.365066220216
4820	ENSG00000107625	1154.51668136803	1135.27355653791	877.310355839901	1106.2075951936	950.285029229534	965.159531782539	980.037449984376	1252.75352590939	1047.2797041821	1391.69300617766
4821	ENSG00000272644	9.16283080450815	4.48281759738564	1.15283883816019	7.38702901631783	3.51957418233161	3.63183266898415	6.33449875336162	6.64943485089909	0	3.59920605045946
4822	ENSG00000197620	88.192246493391	89.6563519477129	112.978206139698	92.3378627039729	69.2182922525216	134.377808752414	80.5386270070263	105.726014129296	132.424623751952	75.5833270596487
4823	ENSG00000241769	40.0873847697232	40.3453583764708	29.9738097921648	25.8546015571124	26.9834020645423	36.3183266898415	19.0034962600849	7.97932182107891	16.444887916909	16.7962949021442
4824	ENSG00000219507	12.5988923561987	5.60352199673206	11.5283883816019	8.31040764335756	16.4246795175475	13.6193725086906	4.52464196668687	5.31954788071927	9.52072458347364	2.39947070030631
4825	ENSG00000109956	618.4910793043	784.493079542488	907.284165632066	531.866089174884	835.312272606702	374.078764905368	1242.46668405221	663.613598119729	1181.43536876741	683.849149587297
4826	ENSG00000236337	8.01747695394463	4.48281759738564	1.15283883816019	3.69351450815892	4.69276557644214	2.72387450173811	5.42957036002424	3.32471742544954	4.32760208339711	7.19841210091892
4827	ENSG00000177337	211.890462354251	198.364678684315	314.725002817731	323.182519463905	355.476992415492	255.136244996137	229.851811907693	257.333128729795	316.780472504669	297.534366837982
4828	ENSG00000102081	1813.09514544205	1811.0583093438	922.271070528148	987.091752305471	936.206732500208	1089.54980069525	1084.10421521817	1190.24883831094	1010.06232626489	1096.55811003998
4829	ENSG00000268066	3.43606155169056	6.72422639607847	1.15283883816019	2.77013588111919	4.69276557644214	0.907958167246038	0.904928393337374	1.99483045526973	5.19312250007653	1.19973535015315
4830	ENSG00000262880	0	0	5.76419419080093	0	0	1.81591633449208	0	0	3.46208166671769	0
4831	ENSG00000248643	519.990648155838	735.182085971246	712.454401982995	528.172574666725	987.827153841071	564.749980027036	546.576749575774	537.939279437736	637.888547092734	473.895463310496
4832	ENSG00000286559	3.43606155169056	1.12070439934641	6.91703302896111	0.923378627039729	10.5587225469948	12.7114143414445	6.33449875336162	5.98449136580918	18.1759287502679	19.1957656024505
4833	ENSG00000204149	191.274093044108	248.796376654903	298.585259083488	391.512537864845	253.409341127876	274.203366508304	285.95737229461	329.811968604595	292.545900837645	307.132249639207
