"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","GeneName","threshold"
"ENSG00000083067",70.2250890034517,-4.75595903407443,0.450308721369664,-10.561552127191,4.49172507320422e-26,1.08856434855491e-23,"TRPM3",TRUE
"ENSG00000135596",2512.30695539711,-1.43772439464156,0.13732774436603,-10.4692930134313,1.19532377648665e-25,2.86355610914192e-23,"MICAL1",TRUE
"ENSG00000188120",2147.63487542471,2.89923964132709,0.277220743136143,10.4582348655752,1.34334835128941e-25,3.18159844745157e-23,"DAZ1",TRUE
"ENSG00000152495",688.03185276818,-1.16410296816598,0.111644643737979,-10.4268590878218,1.86966668891203e-25,4.37838125059602e-23,"CAMK4",TRUE
"ENSG00000198597",110.371671279642,-3.96964291338711,0.381884930170783,-10.3948666201933,2.61652762512166e-25,5.99271085305337e-23,"ZNF536",TRUE
"ENSG00000248360",1949.51944682516,1.59439180941732,0.153519391263097,10.3856053381875,2.88334350122811e-25,6.5320266578909e-23,"LINC00504",TRUE
"ENSG00000038382",7156.00508698974,-1.0952525399529,0.105695628180101,-10.3623258483939,3.67905279910652e-25,8.24503424075032e-23,"TRIO",TRUE
"ENSG00000139211",234.536491264216,-1.79549065064799,0.173411712640821,-10.353917986883,4.01702760817425e-25,8.90669036271997e-23,"AMIGO2",TRUE
"ENSG00000078295",1237.78571560405,-2.07256591024683,0.200291157265032,-10.3477654158458,4.28367081533677e-25,9.39792285613148e-23,"ADCY2",TRUE
"ENSG00000162433",1219.28554103115,-1.73879528527775,0.168195470967835,-10.3379435562225,4.74612750972517e-25,1.03040405789262e-22,"AK4",TRUE
"ENSG00000140105",2527.06413498271,1.31494321607686,0.127372950706666,10.3235671999553,5.51358097791981e-25,1.18468097671964e-22,"WARS1",TRUE
"ENSG00000273079",36.8403718043103,-4.59455554882901,0.445706380547051,-10.3084805364234,6.45132071907878e-25,1.37202475945959e-22,"GRIN2B",TRUE
"ENSG00000270885",97.87875851555,-3.25039403049887,0.315384001308973,-10.3061474805583,6.60980853893156e-25,1.39153161180214e-22,"RASL10B",TRUE
"ENSG00000123575",1725.1565131648,1.39200289296701,0.135161627660835,10.2988023824336,7.13439519068928e-25,1.48695064564346e-22,"FAM199X",TRUE
"ENSG00000152894",776.665644425103,-1.27912641348196,0.124334672672163,-10.2877691796774,8.00085118011859e-25,1.65102713164388e-22,"PTPRK",TRUE
"ENSG00000166710",4544.16654244549,1.11982648787376,0.108931470063884,10.2801007570817,8.66369828826357e-25,1.77028235023519e-22,"B2M",TRUE
"ENSG00000134333",12950.9951049592,-1.17314040356194,0.114361639238839,-10.2581635885079,1.0875525272603e-24,2.20065725953001e-22,"LDHA",TRUE
