"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","GeneName","threshold"
"ENSG00000275993",1210.18695134513,-1.28747309677154,0.138618671516762,-9.2878764648661,1.57397126784323e-20,2.45526926013401e-18,2.45526926013401e-18,TRUE
"ENSG00000269821",6192.89832571232,-1.17819324740013,0.126928045827097,-9.2823712814824,1.65747952570985e-20,2.56501533903305e-18,2.56501533903305e-18,TRUE
"ENSG00000198597",110.371671279642,-3.44040696841832,0.371294998425833,-9.26596636907177,1.93318707278373e-20,2.9681271442685e-18,2.9681271442685e-18,TRUE
"ENSG00000152256",1038.6644127124,-1.99533113266469,0.215419797170251,-9.26252442382416,1.99654929291749e-20,3.04146208301548e-18,3.04146208301548e-18,TRUE
"ENSG00000168575",775.957527628908,1.17814994681847,0.127296544963574,9.25516043782337,2.13908915893344e-20,3.23334104729017e-18,3.23334104729017e-18,TRUE
"ENSG00000078295",1237.78571560405,-1.84334583508069,0.199815576953365,-9.22523590596195,2.82937395639212e-20,4.24384329043769e-18,4.24384329043769e-18,TRUE
"ENSG00000145555",8228.13637510575,-1.3049449687339,0.142071701851647,-9.1851153447612,4.11086507544189e-20,6.11891283252225e-18,6.11891283252225e-18,TRUE
"ENSG00000124006",519.490411070928,-1.47940756445709,0.16290452216911,-9.08143951290269,1.071482199895e-19,1.57088958013177e-17,1.57088958013177e-17,TRUE
"ENSG00000186472",1924.26254875173,2.41204756510691,0.265889271481626,9.07162425797086,1.17255836501816e-19,1.70624742981261e-17,1.70624742981261e-17,TRUE
"ENSG00000137872",1819.09225319265,-1.34930865381501,0.1488497682334,-9.06490261845261,1.24715605496582e-19,1.80135525302063e-17,1.80135525302063e-17,TRUE
"ENSG00000044524",4393.81474796913,1.45024695006856,0.161449054886778,8.98269086236274,2.64224104596332e-19,3.78831309964991e-17,3.78831309964991e-17,TRUE
"ENSG00000132718",1394.05504988063,1.02611326928018,0.114916825891381,8.92918213952467,4.29169768066546e-19,6.10830752374422e-17,6.10830752374422e-17,TRUE
"ENSG00000217801",384.19264445106,1.807552437382,0.20255727179556,8.92366105328646,4.51122983474866e-19,6.37423699621479e-17,6.37423699621479e-17,TRUE
"ENSG00000165025",225.64497215638,-1.6726162837385,0.187510170988989,-8.92013630469524,4.65714672213497e-19,6.53307222553308e-17,6.53307222553308e-17,TRUE
"ENSG00000270885",97.87875851555,-2.71949206647279,0.305209376194916,-8.91025072812979,5.09172844819174e-19,7.09168664366363e-17,7.09168664366363e-17,TRUE
"ENSG00000233117",149.730113265189,4.21469998662145,0.473795059204857,8.89561827363658,5.80949480720454e-19,8.03399569118308e-17,8.03399569118308e-17,TRUE
"ENSG00000154118",108.31966136069,-4.34956254847432,0.489187142745001,-8.89140815121878,6.03392981896628e-19,8.28560546056503e-17,8.28560546056503e-17,TRUE
"ENSG00000116406",1624.61057329144,1.3757633187579,0.155614290657242,8.84085460883648,9.49892014919297e-19,1.29524086705674e-16,1.29524086705674e-16,TRUE
"ENSG00000124785",462.615994264874,-1.41007978632974,0.159618751779231,-8.83404844739054,1.00953894453505e-18,1.36701388052006e-16,1.36701388052006e-16,TRUE
"ENSG00000102024",2278.22389792142,1.43893708260489,0.16385039090037,8.7820180025072,1.60567381718691e-18,2.15924370767776e-16,2.15924370767776e-16,TRUE
"ENSG00000196954",350.436711798592,2.44342383299068,0.278396060568624,8.77679026060925,1.68206275738362e-18,2.24647545933035e-16,2.24647545933035e-16,TRUE
"ENSG00000114948",812.743649726597,-1.07011785764202,0.122137753204464,-8.76156495077,1.92558164673526e-18,2.5542120088225e-16,2.5542120088225e-16,TRUE
"ENSG00000154642",5511.06915096021,2.40438559644381,0.275066458742597,8.74110790328603,2.30835412458577e-18,3.02387210326945e-16,3.02387210326945e-16,TRUE
"ENSG00000143457",292.66371688106,1.67603419826712,0.192240068822955,8.71844360298623,2.82051977951151e-18,3.666487678713e-16,3.666487678713e-16,TRUE
"ENSG00000185222",787.574664217177,1.93989534069064,0.222653987331179,8.71260094617215,2.96980643310291e-18,3.8349838171572e-16,3.8349838171572e-16,TRUE
"ENSG00000080573",845.403212146643,2.48816268170379,0.28704191032742,8.66829056030744,4.38656154934636e-18,5.62720813491478e-16,5.62720813491478e-16,TRUE
"ENSG00000131724",653.848758383968,1.56840613749963,0.18096442652013,8.66693066510046,4.43925108173807e-18,5.65757887861507e-16,5.65757887861507e-16,TRUE
"ENSG00000124260",394.382985384721,1.99591180791762,0.231270710627037,8.63019706432418,6.12463586120551e-18,7.75482302971729e-16,7.75482302971729e-16,TRUE
