	GeneID	control	sgRNA6_D3	sgRNA6_D5	sgRNA7_D3	sgRNA7_D5
1953	ENSG00000224451	44.6688001719772	36.8908428211259	20.8133530467596	42.2348901879793	32.0242554171386
1954	ENSG00000283423	25.1977847123974	18.445421410563	23.5281382267717	11.7319139411054	11.2517654168325
1955	ENSG00000275807	35.5059693674691	36.8908428211259	26.2429234067838	14.0782967293264	17.3104083335884
1956	ENSG00000170322	1801.64160693642	1713.11851350604	1771.84979415458	1858.33516827109	1283.56677793558
1957	ENSG00000166261	428.362340110756	619.07445609202	641.594230876198	591.28846263171	461.322382090132
1958	ENSG00000196247	1242.70892786142	1213.93929658268	1384.54044180618	1174.36458550465	903.603315013317
1959	ENSG00000225192	1.14535385056352	11.5283883816019	6.33449875336162	3.51957418233161	5.19312250007653
1960	ENSG00000145782	1427.11089780214	1842.23646337998	1867.77220384834	2376.88576446795	1381.37058502036
1961	ENSG00000202252	0	0	2.71478518001212	9.38553115288429	0
1962	ENSG00000255543	9.16283080450815	12.681227219762	24.4330666201091	8.21233975877375	25.1000920837032
1963	ENSG00000142186	2558.7205021589	3566.88336526761	3254.1225024412	3822.25756201213	2587.90604587147
1964	ENSG00000137642	93.9190157462086	28.8209709540046	45.2464196668687	44.5812729762004	35.4863370838563
1965	ENSG00000134538	52.6862771259219	20.7510990868833	18.0985678667475	14.0782967293264	12.9828062501913
1966	ENSG00000285509	16.0349539078893	65.7118137751306	67.869629500303	52.7936127349741	45.8725820840094
1967	ENSG00000158856	119.116800458606	108.366850787057	128.499831853907	71.5646750407427	87.4175620846217
1968	ENSG00000196914	11924.2789382168	18079.9714988662	19418.8583926267	19768.2749907625	14307.0524877108
1969	ENSG00000188505	24.0524308618339	12.681227219762	8.14435554003636	1.17319139411054	0.865520416679422
1970	ENSG00000184232	1102.97575809267	4220.54298650444	3804.31896559032	4158.96349212185	3161.74608212993
1971	ENSG00000248794	6.87212310338111	12.681227219762	18.0985678667475	11.7319139411054	6.92416333343538
1972	ENSG00000254590	6.87212310338111	0	7.23942714669899	3.51957418233161	4.32760208339711
1973	ENSG00000245248	51.5409232753584	39.1965204974463	62.4400591402788	17.597870911658	22.503530833665
1974	ENSG00000036672	297.792001146515	161.397437342426	226.232098334343	139.609775899154	181.759287502679
1975	ENSG00000174574	4545.90943288661	5799.93219478389	6339.0233953283	6697.74966897705	4846.04881298809
1976	ENSG00000173456	1769.57169912064	1618.5857287769	1652.39924623404	1613.13816690199	1350.2118500199
1977	ENSG00000110395	5951.25860752805	6306.02844473621	7127.21602592516	6682.49818085361	5519.42369716468
1978	ENSG00000280392	209.599754653124	328.559068875653	266.953876034525	263.968063674871	177.431685419282
1979	ENSG00000248712	6.87212310338111	12.681227219762	20.8133530467596	15.251488123437	16.444887916909
1980	ENSG00000160703	525.717417408655	457.677018749594	535.717608855725	420.002519091572	403.332514172611
1981	ENSG00000172375	777.695264532629	1340.7515687803	1313.05109873253	1516.93647258492	1047.2797041821
1982	ENSG00000160695	2920.65231893697	2955.87878104272	3239.6436481478	2643.20021093104	2469.32974878639
1983	ENSG00000272186	2.29070770112704	2.30567767632037	1.80985678667475	5.86595697055268	6.05864291675596
1984	ENSG00000007080	1850.89182251065	2082.02694171729	2109.38808486942	1907.60920682373	1695.55449627499
1985	ENSG00000271751	28.633846264088	21.9039379250435	30.7675653734707	18.7710623057686	30.2932145837798
1986	ENSG00000255114	10.3081846550717	9.22271070528148	17.1936394734101	23.4638278822107	10.3862450001531
1987	ENSG00000137700	1350.37218981439	976.454495921677	1045.19229430467	820.060784483265	728.768190844074
1988	ENSG00000196655	526.862771259219	782.777571110766	812.625697216962	875.20078000646	632.695424592658
1989	ENSG00000118181	21610.5364524325	24434.4191748051	26308.9831794975	24315.564834335	21720.2348565701
1990	ENSG00000161011	5374.00026684403	15520.6692781506	13193.8559748589	22431.4194553934	10946.2367097447
1991	ENSG00000262766	38.9420309191596	43.807875850087	41.6267060935192	48.100847158532	38.948418750574
1992	ENSG00000186174	1290.81378958509	3705.22402584684	3252.31264565452	4426.45112997905	2659.74424045586
1993	ENSG00000204929	8.01747695394463	17.2925825724028	17.1936394734101	36.3689332174266	17.3104083335884
1994	ENSG00000287238	2.29070770112704	2.30567767632037	3.6197135733495	2.34638278822107	0.865520416679422
1995	ENSG00000156232	544.043079017672	659.423815427626	635.259732122836	885.759502553455	425.836045006276
1996	ENSG00000255422	0	5.76419419080093	1.80985678667475	0	2.59656125003827
1997	ENSG00000255176	54.9769848270489	104.908334272577	92.3026961204121	120.838713593385	63.1829904175978
1998	ENSG00000261617	0	71.4760079659315	95.0174813004243	51.6204213408636	32.889775833818
1999	ENSG00000118096	517.699940454711	687.09194754347	743.851139323321	855.256526306581	609.326373342313
2000	ENSG00000107554	900.248126542926	1672.76915417043	1538.37826867354	2396.83001816782	1306.07030876925
2001	ENSG00000269944	5.7267692528176	4.61135535264074	3.6197135733495	3.51957418233161	0
2002	ENSG00000254873	14.8896000573257	17.2925825724028	20.8133530467596	43.4080815820898	19.0414491669473
2003	ENSG00000130349	361.931816778072	468.052568293035	464.228265782073	473.969323220656	337.552962504975
2004	ENSG00000160219	3.43606155169056	9.22271070528148	4.52464196668687	7.03914836466322	9.52072458347364
2005	ENSG00000180525	648.270279418952	361.991395182298	378.260068415022	477.488897402988	299.47006417108
2006	ENSG00000242781	32.0699078157785	114.131044977858	67.869629500303	79.7770147995164	49.3346637507271
2007	ENSG00000260128	14.8896000573257	13.8340660579222	25.3379950134465	14.0782967293264	19.0414491669473
2008	ENSG00000278768	634.52603321219	600.629034681457	607.206951929378	627.657395849137	418.91188167284
2009	ENSG00000047662	10.3081846550717	12.681227219762	7.23942714669899	10.5587225469948	13.8483266668708
2010	ENSG00000167257	1447.72726711229	1349.97427948558	1609.86761174719	1364.42159135055	1127.77310293329
2011	ENSG00000280143	22.9070770112704	19.5982602487232	28.0527801934586	22.2906364881002	17.3104083335884
2012	ENSG00000111530	8437.82181710145	10291.392308256	11767.6888269592	11851.5794633046	8883.70155679759
2013	ENSG00000198604	3580.37613686156	4725.4863976186	5806.02057165259	5448.30083424933	4138.918632561
2014	ENSG00000149591	29.7792001146515	53.0305865553685	55.2006319935798	44.5812729762004	52.7967454174448
2015	ENSG00000241790	35.5059693674691	0	0	0	0
2016	ENSG00000149577	576.11298683345	921.118231689988	786.382773810178	1191.9624564163	531.429535841165
2017	ENSG00000168092	6293.71940884654	8039.89805732913	9004.94244210021	9351.50860245508	6649.793361348
2018	ENSG00000160584	3115.36247353277	4098.34206965946	4196.1529599054	4503.88176199035	3074.32852004531
2019	ENSG00000109917	1162.53415832197	1890.6556945827	1923.87776423526	2035.48706878178	1532.83665793926
2020	ENSG00000177606	358.495755226381	596.017679328816	254.284878527802	683.970582766442	173.104083335884
2021	ENSG00000100764	1735.21108360373	4292.01899447037	4463.10683593993	5719.30804628886	3432.65397255059
2022	ENSG00000227467	68.7212310338111	1189.72968098131	1827.05042614816	1356.20925159178	1428.97420793773
2023	ENSG00000260095	9.16283080450815	0	7.23942714669899	1.17319139411054	0.865520416679422
2024	ENSG00000010671	22.9070770112704	59.9476195843296	66.9647011069657	31.6761676409845	41.5449800006123
2025	ENSG00000110492	14.8896000573257	28.8209709540046	33.4823505534828	38.7153160056477	26.8311329170621
2026	ENSG00000255663	0	68.0174914514509	38.0069925201697	59.8327610996373	37.2173779172152
2027	ENSG00000239877	10.3081846550717	2.30567767632037	1.80985678667475	3.51957418233161	2.59656125003827
2028	ENSG00000224397	265.722093330736	406.952109870545	366.495999301636	358.996566597824	276.101012920736
2029	ENSG00000180425	272.594216434118	390.812366136303	431.650843621927	489.220811344093	314.18391125463
2030	ENSG00000187098	39023.3510425497	38625.865272557	50169.230126624	31955.3871927828	35533.9407067737
2031	ENSG00000141905	5154.09232753584	5991.30344191848	5767.10865073908	6580.430529566	4504.16824839971
2032	ENSG00000264044	9.16283080450815	10.3755495434417	2.71478518001212	5.86595697055268	11.2517654168325
2033	ENSG00000166741	0	20.7510990868833	10.8591407200485	113.799565228722	5.19312250007653
2034	ENSG00000255710	57.2676925281759	64.5589749369704	36.197135733495	44.5812729762004	30.2932145837798
2035	ENSG00000048028	1571.42548297315	1735.02245143108	1755.56108307451	1843.08368014765	1324.24623751952
2036	ENSG00000256603	25.1977847123974	18.445421410563	11.7640691133859	29.3297848527634	12.1172858335119
2037	ENSG00000166682	62.9944617809935	26.5152932776843	20.8133530467596	41.0616987938688	21.6380104169856
2038	ENSG00000139197	506.246401949075	677.869236838189	637.974517302849	717.993133195648	485.556953757156
2039	ENSG00000241612	4.58141540225408	5.76419419080093	9.95421232671111	4.69276557644214	3.46208166671769
2040	ENSG00000149295	1.14535385056352	3.45851651448056	9.04928393337374	1.17319139411054	2.59656125003827
2041	ENSG00000270179	9.16283080450815	18.445421410563	9.95421232671111	9.38553115288429	6.92416333343538
2042	ENSG00000107140	257.704616376792	366.602750534939	287.767229081285	574.863783114163	252.731961670391
2043	ENSG00000149292	396.292432294978	426.550370119269	373.735426448335	417.656136303351	270.04237000398
2044	ENSG00000227487	9.16283080450815	27.6681321158444	19.0034962600849	12.9051053352159	7.7896837501148
2045	ENSG00000247416	22.9070770112704	2.30567767632037	7.23942714669899	1.17319139411054	3.46208166671769
2046	ENSG00000176783	571.531571431196	979.913012436157	1094.05842754489	908.050139041555	743.482037927624
